timestamp,right_leg_Accel_X,right_leg_Accel_Y,right_leg_Accel_Z,right_leg_Gyro_X,right_leg_Gyro_Y,right_leg_Gyro_Z,left_leg_Accel_X,left_leg_Accel_Y,left_leg_Accel_Z,left_leg_Gyro_X,left_leg_Gyro_Y,left_leg_Gyro_Z
35903.954,7.6207,-0.3136,5.4636,-1.3817,-0.3282,-0.5725,10.2951,-0.3472,0.2514,-3.2061,1.2137,0.5802
35994.681,7.6519,-0.3352,5.5833,-1.3435,-0.5954,-0.4198,10.3525,-0.3879,0.1724,-3.2214,1.2672,0.3588
36085.725,7.5657,-0.2873,5.6264,-1.3511,-0.5878,-0.4427,10.2855,-0.3376,0.1221,-3.4504,1.2366,0.3053
36174.539,7.6351,-0.2801,5.5306,-1.3359,-0.7634,-0.5344,10.3142,-0.3184,0.1604,-3.229,1.2214,0.374
36266.17,7.6064,-0.2945,5.5809,-1.374,-0.5573,-0.3664,10.3717,-0.3448,0.2035,-3.1069,0.9389,0.4504
36354.54,7.5872,-0.3041,5.5905,-1.2443,-0.3511,-0.5573,10.3932,-0.3424,0.2107,-3.2748,1.313,0.5573
36444.576,7.5705,-0.2586,5.5234,-1.4809,-0.6412,-0.5191,10.2663,-0.316,0.1987,-3.2214,1.2901,0.4733
36534.043,7.6375,-0.3926,5.4851,-1.3435,-0.374,-0.4962,10.3334,-0.3926,0.2753,-3.4046,1.1756,0.4275
36654.402,7.6303,-0.2274,5.6048,-1.3969,-0.6565,-0.5573,10.2639,-0.3711,0.1604,-3.3359,1.0992,0.5115
36744.849,7.5633,-0.3376,5.6527,-1.3282,-0.6031,-0.6107,10.3214,-0.3089,0.2131,-3.3817,0.9542,0.4962
36835.013,7.5824,-0.2945,5.5019,-1.4885,-0.5649,-0.3893,10.307,-0.3376,0.2634,-3.5115,0.9695,0.3817
36924.804,7.6016,-0.395,5.4779,-1.4351,-0.6412,-0.458,10.2951,-0.3903,0.1508,-3.2061,1.1145,0.4656
37015.273,7.6351,-0.2993,5.6096,-1.2748,-0.6107,-0.5573,10.3262,-0.3112,0.3448,-3.3893,0.8244,0.3435
37104.359,7.5992,-0.3591,5.5545,-1.458,-0.4122,-0.7023,10.3813,-0.3855,0.1556,-3.5496,1.0153,0.3817
37195.163,7.6016,-0.2729,5.545,-1.4427,-0.5038,-0.458,10.3549,-0.3519,0.1915,-3.3664,0.8244,0.3969
37286.948,7.5609,-0.3567,5.5258,-1.3817,-0.6412,-0.4198,10.2855,-0.2945,0.2155,-3.229,1.0076,0.4962
37374.413,7.5417,-0.2394,5.5138,-1.4504,-0.6641,-0.5725,10.2544,-0.3879,0.1293,-3.3053,1.0153,0.4656
37466.744,7.5968,-0.3711,5.6551,-1.3435,-0.7099,-0.626,10.319,-0.3567,0.3112,-3.0687,1.229,0.4885
37555.063,7.6471,-0.3208,5.6288,-1.458,-0.4809,-0.3817,10.2879,-0.3256,0.1245,-3.4122,1.1298,0.4809
37644.876,7.5609,-0.2634,5.5138,-1.542,-0.626,-0.5496,10.2687,-0.316,0.1652,-3.374,1.1221,0.5038
37736.074,7.5992,-0.3136,5.5019,-1.2977,-0.313,-0.5649,10.2759,-0.3926,0.2394,-3.3893,1.0992,0.5496
37856.136,7.6854,-0.3184,5.533,-1.3969,-0.5344,-0.5954,10.3382,-0.328,0.2059,-3.3435,1.2443,0.4275
37946.075,7.6447,-0.3041,5.5522,-1.374,-0.6336,-0.374,10.3358,-0.3615,0.2801,-3.2824,1.084,0.4427
38036.356,7.5848,-0.3089,5.4636,-1.3588,-0.3053,-0.5878,10.3214,-0.3089,0.1772,-3.1985,1.1832,0.5191
38126.002,7.5944,-0.3256,5.5019,-1.4351,-0.7023,-0.5038,10.3669,-0.3903,0.1844,-3.3588,1.2443,0.4733
38216.239,7.5992,-0.2921,5.533,-1.313,-0.3435,-0.5115,10.3669,-0.3184,0.1724,-3.2672,1.2901,0.3511
38306.008,7.5298,-0.3136,5.5378,-1.3359,-0.6412,-0.5725,10.3453,-0.3519,0.2729,-3.4809,1.2748,0.4504
38394.845,7.6447,-0.2418,5.6192,-1.5344,-0.6336,-0.5038,10.252,-0.3663,0.2107,-3.1603,1.3435,0.2137
38483.415,7.6279,-0.2658,5.5522,-1.3664,-0.6947,-0.5038,10.2472,-0.3974,0.395,-3.1603,0.855,0.4046
38574.374,7.5896,-0.2682,5.5378,-1.374,-0.5496,-0.458,10.3166,-0.3687,0.2562,-3.3282,1.2519,0.2672
38673.397,7.5753,-0.316,5.5402,-1.2901,-0.5649,-0.6641,10.252,-0.3879,0.2945,-3.1908,1.4198,0.3206
38754.426,7.6016,-0.2466,5.5306,-1.3435,-0.6794,-0.4504,10.3214,-0.3591,0.1796,-3.229,1.2366,0.3893
38844.53,7.5896,-0.395,5.4779,-1.2901,-0.4962,-0.3511,10.3334,-0.3543,0.237,-3.0153,1.2977,0.2977
38934.683,7.6543,-0.3017,5.5306,-1.6718,-0.6641,-0.687,10.3214,-0.3998,0.2442,-3.313,1.1221,0.4275
39024.404,7.6591,-0.3615,5.5641,-1.4275,-0.3893,-0.4885,10.2879,-0.3831,0.2394,-3.2824,0.7863,0.542
39144.196,7.5824,-0.3496,5.5545,-1.4427,-0.5802,-0.5649,10.2879,-0.3639,0.1748,-3.2366,1.1069,0.4351
39235.364,7.6184,-0.2921,5.6096,-1.5802,-0.7023,-0.6183,10.2879,-0.3304,0.2011,-3.374,1.0458,0.313
39324.414,7.6614,-0.2945,5.5881,-1.3588,-0.5649,-0.458,10.3837,-0.3543,0.1915,-3.313,1.0534,0.5038
39414.312,7.7141,-0.3017,5.5737,-1.4122,-0.5802,-0.3664,10.2568,-0.3543,0.237,-3.4427,0.9237,0.4885
39565.697,7.6399,-0.3615,5.5713,-1.2214,-0.4427,-0.6336,10.2951,-0.3831,0.2658,-3.2366,1.1679,0.4504
39595.841,7.5489,-0.2466,5.624,-1.4046,-0.5573,-0.3435,10.2855,-0.2729,0.1652,-3.3053,1.0153,0.458
39774.128,7.6902,-0.2705,5.5402,-1.5191,-0.6183,-0.3969,10.3382,-0.3903,0.1987,-3.2061,0.8931,0.3511
39864.832,7.6423,-0.3256,5.6,-1.4198,-0.6107,-0.5191,10.319,-0.3496,0.1532,-3.4885,1.0305,0.4427
39954.769,7.6662,-0.2849,5.454,-1.458,-0.6641,-0.458,10.3118,-0.3232,0.3256,-3.2061,1.2595,0.5954
40044.683,7.6758,-0.2897,5.5689,-1.4427,-0.6641,-0.5649,10.3813,-0.3807,0.1748,-3.2061,1.1603,0.4198
40134.866,7.6614,-0.3376,5.5426,-1.2824,-0.7557,-0.542,10.3406,-0.3639,0.2107,-3.3359,1.0687,0.3817
40224.358,7.6136,-0.3017,5.5234,-1.4962,-0.5191,-0.3282,10.24,-0.3519,0.2442,-3.1679,1.3282,0.5267
40313.837,7.6614,-0.3232,5.6527,-1.4122,-0.6641,-0.5038,10.3214,-0.3783,0.2418,-3.4656,1.1985,0.542
40435.41,7.6878,-0.237,5.5737,-1.3206,-0.5573,-0.5038,10.2639,-0.3663,0.2298,-3.4656,1.0916,0.3206
40524.062,7.5872,-0.3472,5.5881,-1.3282,-0.5038,-0.5038,10.3501,-0.3352,0.1173,-3.0458,1.1221,0.2748
40616.279,7.6399,-0.2729,5.5019,-1.3282,-0.4962,-0.6489,10.3094,-0.3472,0.1772,-3.2595,0.855,0.2443
40703.686,7.6686,-0.3472,5.5426,-1.2595,-0.7023,-0.6031,10.3286,-0.3256,0.2346,-3.2748,1.229,0.4427
40801.721,7.7045,-0.3376,5.5282,-1.4427,-0.5038,-0.5267,10.2687,-0.2849,0.182,-3.3969,1.2137,0.4504
40884.146,7.5657,-0.3017,5.5545,-1.3817,-0.6031,-0.5878,10.2855,-0.3136,0.1293,-3.3588,1.0305,0.3893
40974.309,7.6136,-0.2179,5.5905,-1.4962,-0.626,-0.4962,10.319,-0.3735,0.1748,-3.1908,1.1679,0.374
41064.594,7.5489,-0.2729,5.5402,-1.4198,-0.626,-0.4198,10.3166,-0.3352,0.1867,-3.2672,1.3435,0.3817
41154.702,7.6423,-0.3112,5.5737,-1.3282,-0.3893,-0.4122,10.3046,-0.3352,0.1197,-3.2519,1.2519,0.4275
41244.283,7.5753,-0.3256,5.5737,-1.3511,-0.6794,-0.5496,10.3525,-0.34,0.1508,-3.2061,0.7863,0.458
41335.329,7.6184,-0.3448,5.521,-1.3511,-0.7557,-0.5496,10.3094,-0.3328,0.1676,-3.2137,1.0076,0.5115
41424.46,7.6303,-0.3998,5.6144,-1.3359,-0.4809,-0.626,10.2999,-0.3328,0.2825,-3.4122,1.1221,0.3206
41513.994,7.6088,-0.2873,5.6216,-1.3053,-0.4809,-0.6031,10.2639,-0.3089,0.1891,-3.3969,1.2366,0.5267
41604.358,7.5992,-0.3017,5.4396,-1.5649,-0.4504,-0.6794,10.3262,-0.3472,0.1987,-3.1603,1.2519,0.4198
41724.355,7.5992,-0.2777,5.5522,-1.542,-0.5802,-0.4046,10.2831,-0.3711,0.1556,-3.3664,1.3435,0.5573
41846.578,7.6351,-0.3448,5.6048,-1.4962,-0.7328,-0.6641,10.3525,-0.3184,0.1508,-3.2519,1.0076,0.4656
41904.28,7.6782,-0.3184,5.5426,-1.2977,-0.7023,-0.4198,10.3501,-0.328,0.2921,-3.313,0.9542,0.4122
41994.766,7.5274,-0.3926,5.5019,-1.4122,-0.6794,-0.5573,10.2424,-0.3687,0.1628,-3.4122,0.916,0.4427
42084.045,7.6495,-0.3543,5.4995,-1.2366,-0.3282,-0.4427,10.2927,-0.2897,0.091,-3.3435,1.2214,0.3817
42176.691,7.6088,-0.3783,5.6024,-1.4275,-0.7176,-0.4733,10.2927,-0.4046,0.1508,-3.2061,1.1298,0.3817
42267.517,7.6279,-0.2945,5.5474,-1.2137,-0.4046,-0.458,10.2807,-0.2777,0.1245,-3.1374,1.084,0.3969
42355.973,7.6543,-0.2753,5.6072,-1.4046,-0.5878,-0.6947,10.3477,-0.3328,0.1987,-3.1756,0.9237,0.3817
42444.424,7.6399,-0.2945,5.442,-1.4733,-0.5878,-0.4351,10.2951,-0.3041,0.1867,-3.2824,1.1756,0.5496
42534.63,7.6184,-0.2227,5.5689,-1.4275,-0.6489,-0.6565,10.3286,-0.3112,0.2442,-3.5038,1.1221,0.4275
42625.053,7.6327,-0.3352,5.4971,-1.1832,-0.4275,-0.5725,10.3118,-0.3112,0.1484,-3.3588,0.9389,0.2824
42714.266,7.6303,-0.3352,5.4779,-1.4656,-0.3435,-0.4427,10.3166,-0.3208,0.1748,-3.2061,1.1298,0.4962
42804.528,7.6375,-0.3424,5.4803,-1.3359,-0.4962,-0.7328,10.398,-0.4046,0.0862,-3.3893,1.4885,0.4275
42926.304,7.6207,-0.2993,5.5593,-1.3511,-0.3817,-0.5954,10.4052,-0.4118,0.1389,-3.2748,1.2595,0.1756
43014.381,7.5609,-0.3017,5.4899,-1.4733,-0.7023,-0.6565,10.3334,-0.3328,0.1844,-3.3359,1.0,0.4275
43105.065,7.6136,-0.2849,5.636,-1.374,-0.6183,-0.4809,10.3238,-0.3711,0.1772,-3.1374,1.1603,0.3817
43194.378,7.5848,-0.2945,5.5306,-1.3969,-0.5954,-0.542,10.3358,-0.3974,0.1652,-3.2061,1.1908,0.5954
43284.334,7.6184,-0.3519,5.5043,-1.3664,-0.626,-0.458,10.2999,-0.316,0.2059,-3.4885,1.4275,0.5344
43374.365,7.7141,-0.3256,5.6479,-1.2672,-0.6183,-0.5649,10.3094,-0.3065,0.146,-3.2443,1.0611,0.3893
43464.662,7.6016,-0.3448,5.5857,-1.313,-0.6412,-0.7176,10.3214,-0.3376,0.182,-3.2672,1.0076,0.3817
43556.499,7.6184,-0.2705,5.5474,-1.3206,-0.5115,-0.4733,10.3765,-0.3879,0.2394,-3.2366,1.1985,0.5038
43646.209,7.5992,-0.3017,5.5617,-1.2824,-0.542,-0.5267,10.3118,-0.3663,0.2682,-3.4656,1.3359,0.3817
43736.749,7.6447,-0.3112,5.5761,-1.3817,-0.7252,-0.5878,10.3597,-0.3543,0.1556,-3.3664,1.2137,0.6183
43825.102,7.6495,-0.2562,5.5234,-1.4275,-0.4885,-0.5038,10.319,-0.3807,0.2011,-3.1527,1.1374,0.4275
43915.836,7.5848,-0.3065,5.6575,-1.4122,-0.5115,-0.5038,10.3717,-0.3519,0.2203,-3.1756,1.1221,0.3511
44006.518,7.6184,-0.2658,5.5809,-1.5038,-0.458,-0.4809,10.3286,-0.316,0.2298,-3.2977,1.0153,0.6031
44095.84,7.6136,-0.2753,5.6431,-1.4275,-0.7023,-0.5725,10.2328,-0.3232,0.1939,-3.0611,0.855,0.2901
44216.09,7.6399,-0.3208,5.6072,-1.2672,-0.4809,-0.6565,10.2927,-0.3735,0.2442,-3.3969,1.1145,0.3282
44304.561,8.1307,-0.5507,4.4891,-13.4962,-54.3893,-13.4427,10.2448,-0.3256,0.2298,-3.2824,0.8244,0.3435
44394.398,7.5537,-0.3089,5.7317,-1.458,-20.6107,-0.8015,10.3693,-0.3591,0.2801,-3.5038,1.1756,0.3588
44484.43,8.0206,-0.2251,5.0589,-5.0076,2.9313,-4.084,10.2927,-0.3448,0.1772,-3.1985,1.4198,0.5878
44574.487,8.6981,0.1844,5.1858,-5.5573,13.3435,21.3282,10.3214,-0.3974,0.2107,-3.3511,1.0153,0.5649
44665.208,8.418,-0.0072,5.0494,-22.771,-15.8626,43.5267,10.2615,-0.3998,0.2227,-3.3664,1.229,0.3282
44754.997,8.2217,-1.7861,6.6798,22.687,-1.8015,16.4733,10.3286,-0.4286,0.2059,-3.2214,1.0,0.5115
44844.826,9.1578,-1.6305,4.81,-8.5115,16.3969,33.2519,10.2855,-0.3208,0.2059,-3.4656,1.0382,0.2443
44937.163,7.4675,-2.8132,6.5434,-49.1069,-7.2137,32.2977,10.2975,-0.3112,0.1173,-3.2672,1.3969,0.4656
45024.663,7.6734,-4.5322,4.798,-78.7252,-30.5038,84.2214,10.3477,-0.2897,0.1772,-3.3893,1.1603,0.5191
45116.886,7.3071,-5.4085,4.13,-36.8931,-21.5038,90.1145,10.2807,-0.3519,0.237,-3.4198,1.1374,0.4427
45204.72,6.5529,-4.9464,3.2561,9.9695,-47.5802,32.3435,10.3525,-0.3184,0.1891,-3.2443,1.0153,0.313
45324.661,6.9025,-5.4612,2.818,42.3359,-36.1374,44.8092,10.3118,-0.34,0.1987,-3.4198,1.3664,0.5878
45416.19,8.6072,-5.7437,0.431,120.5802,-27.5267,41.0763,10.2544,-0.2777,0.2801,-3.3282,1.0534,0.3817
45505.866,4.7309,-4.4245,3.553,82.9237,40.5496,19.626,10.3022,-0.2897,0.2801,-3.4733,1.0382,0.3206
45594.887,6.857,-5.3103,4.7022,48.084,22.9084,-49.7786,10.2831,-0.3591,0.1125,-3.3053,1.1603,0.4351
45685.346,5.2337,-1.3791,7.9368,53.9618,-65.2443,-87.1985,10.3932,-0.3615,0.1317,-3.3359,1.1374,0.3893
45774.658,8.6622,-2.2601,4.5657,22.7863,-23.1908,-43.916,10.2352,-0.3232,0.158,-3.4122,1.2824,0.5496
45866.416,8.7221,-3.79,8.2049,-87.2824,3.7939,-70.1756,10.2999,-0.3448,0.2227,-3.2977,1.145,0.4198
45957.071,8.7364,-3.6679,6.2848,-98.9618,56.5954,-42.1145,10.3525,-0.3735,0.1915,-3.3969,1.1527,0.6489
46048.226,8.7891,-3.213,3.3495,-16.7557,135.1527,52.6489,10.2951,-0.3472,0.2682,-3.3435,1.0305,0.4275
46136.279,5.7557,-2.217,4.1444,-4.1679,43.3588,73.4046,10.307,-0.3328,0.2777,-3.458,1.0305,0.4351
46284.651,4.4005,0.1532,5.0709,-0.8779,-39.1756,88.0076,10.3262,-0.3232,0.2179,-3.458,1.1908,0.374
46344.57,6.2728,-1.8579,5.3726,53.2595,-25.9847,108.6565,10.307,-0.3136,0.2346,-3.2901,0.9695,0.4962
46435.332,4.5562,-2.1691,5.7772,61.3053,-23.1145,6.4427,10.2568,-0.3496,0.1101,-3.0,0.7481,0.4046
46525.148,6.6655,-5.5138,7.6064,51.3893,-63.1221,-38.6641,10.3046,-0.316,0.2658,-3.1679,1.1374,0.3511
46614.062,6.1459,-1.4605,6.6798,65.3053,-145.7176,22.458,10.307,-0.3496,0.0958,-3.3359,1.2748,0.3817
46704.421,8.6838,-3.8499,5.9496,45.5267,-88.7405,34.4198,10.2615,-0.3472,0.0814,-3.1985,1.1145,0.2519
46795.879,7.7692,-1.5514,6.9336,10.3282,57.4046,-1.9389,10.3549,-0.2945,0.2993,-3.3435,1.0763,0.4733
46886.658,8.3055,-2.5762,6.9647,-29.8321,66.9847,6.5344,10.331,-0.3472,0.1772,-3.5267,1.1527,0.2977
46975.067,8.509,-2.6001,5.5929,-36.6947,-17.3588,55.5954,10.2759,-0.3472,0.2131,-3.0992,1.2672,0.3969
47067.769,8.5042,-3.984,2.8347,-3.6183,-15.5267,110.7863,10.2137,-0.3807,0.2538,-3.3817,1.1603,0.4122
47157.067,8.1834,-5.8347,4.2904,16.0763,-13.2824,129.687,10.2879,-0.4046,0.2011,-3.0763,1.2214,0.4885
47274.157,6.2824,-4.7501,7.8386,3.5802,17.313,123.9542,10.3022,-0.328,0.2035,-3.2137,1.3206,0.5573
47396.977,3.8834,-4.5586,6.9599,-9.4885,57.9695,176.6565,10.2759,-0.2801,0.1341,-3.1908,1.0916,0.4351
47454.541,0.3136,-4.8219,6.5505,-7.6565,71.7786,100.5954,10.3094,-0.3424,0.1413,-3.1679,1.458,0.4198
47547.982,-0.2418,-6.1268,4.9967,-3.374,54.3359,30.8626,10.3118,-0.4094,0.146,-3.3893,1.1908,0.5344
47635.428,-2.0614,-4.9871,3.7804,4.2824,13.5802,8.4809,10.2807,-0.3448,0.2586,-3.4427,1.229,0.4809
47725.212,-0.407,-6.9049,4.3814,28.8244,-10.6107,38.5954,10.3142,-0.3831,0.2705,-3.3206,1.1221,0.3893
47815.181,-0.2562,-6.596,5.6096,53.1374,-11.0153,64.6794,10.3214,-0.328,0.237,-3.4351,1.4275,0.4046
47904.693,-1.992,-4.0294,6.0023,43.1679,-25.8473,30.2977,10.3262,-0.2993,0.17,-3.3588,0.9847,0.4885
47995.214,-2.4469,-2.6049,5.7916,70.5343,-12.4962,-10.3817,10.3166,-0.3376,0.237,-3.2443,1.1832,0.3359
48083.813,-2.3942,-0.8835,7.7644,124.5191,-14.0458,6.4198,10.3813,-0.3112,0.2131,-3.4504,1.3511,0.5191
48174.394,-0.4022,-3.0215,10.082,40.6489,1.542,-18.5573,10.3214,-0.3208,0.237,-3.3206,1.2443,0.3282
48264.818,0.0359,-3.2537,9.7995,6.8702,6.3969,-34.0382,10.3286,-0.3496,0.0958,-3.4275,0.8473,0.4427
48355.837,-0.1556,-3.3327,9.6175,0.4962,2.2748,-24.7557,10.2232,-0.2634,0.2634,-3.4198,0.9008,0.3817
48475.824,-0.2945,-2.5091,8.8226,-12.2443,11.458,-9.8015,10.3406,-0.3687,0.2107,-3.2214,1.2366,0.542
48564.945,-0.2514,-2.2482,7.6279,-3.2977,6.5496,-10.6412,10.3645,-0.3376,0.1413,-3.3511,1.2824,0.5267
48657.98,-0.1101,-2.0662,8.339,-14.542,4.5267,-5.145,10.2975,-0.3663,0.1867,-3.3206,1.0916,0.4198
48744.264,-0.577,-2.1165,8.0182,-8.5115,4.8397,11.6107,10.3286,-0.3184,0.1245,-3.1679,1.2595,0.4275
48836.232,0.7302,-3.2585,9.2177,-28.1908,14.0916,37.1985,10.2711,-0.3615,0.1748,-3.3053,1.3282,0.5725
48924.493,-1.8196,-2.1835,6.0286,-39.4275,-37.6947,54.7023,10.2951,-0.3448,0.237,-3.1145,1.1374,0.6107
49014.728,-3.1364,-0.0455,6.3638,50.6412,-1.0916,-30.9771,10.3358,-0.3448,0.2442,-3.4962,1.1221,0.4351
49104.418,-2.2625,1.7885,9.2368,33.6565,-8.0076,-119.6412,10.2687,-0.3304,0.2251,-3.4733,1.0382,0.5115
49194.266,1.1325,-1.5874,8.5928,0.1221,29.7863,-156.8015,10.3166,-0.3711,0.0599,-3.2137,1.3435,0.5954
49283.762,5.1547,-3.486,10.4914,-47.5954,-31.4198,-158.5725,10.319,-0.3184,0.1149,-3.2137,1.0992,0.4504
49404.372,5.5234,-8.1906,8.3007,-38.0382,36.8779,4.3511,10.3382,-0.3783,0.1987,-3.2366,1.084,0.313
49494.361,2.909,-4.2401,10.1514,-47.229,163.9008,186.9924,10.2735,-0.34,0.1413,-3.3588,1.1908,0.458
49614.969,-0.8715,-4.5107,6.8642,-57.7252,14.4885,147.5038,10.3382,-0.3567,0.1413,-3.1908,1.3893,0.5267
49674.527,-2.2194,-2.6001,5.9951,-96.3893,-19.5191,96.3893,10.3286,-0.3639,0.1796,-3.2137,1.1069,0.374
49766.98,-2.5187,-1.0319,5.3391,-45.0763,-30.6336,108.8092,10.2615,-0.3472,0.1077,-3.4198,0.9389,0.4656
49854.491,-4.0031,-2.6887,5.4157,-0.4809,-23.5267,53.1069,10.3406,-0.2969,0.0982,-3.3511,1.2824,0.3664
49944.283,-4.8291,-1.4437,9.3829,41.0458,-9.9237,-24.0458,10.3525,-0.3855,0.2203,-3.3969,1.0382,0.4427
50034.851,-3.6392,-1.2546,10.1562,-11.2977,-41.1069,-107.0992,10.343,-0.3328,0.1508,-3.1832,1.0153,0.4351
50126.209,-1.5897,-2.6935,8.3079,-22.3817,10.6947,-152.6412,10.2903,-0.3089,0.1748,-3.0916,1.1679,0.4962
50215.079,-0.4214,-4.1372,6.1699,-3.4504,40.4962,-138.9466,10.2544,-0.3639,0.3136,-3.2901,0.9924,0.374
50304.251,-0.1724,-5.2648,6.62,-32.6718,58.8779,-83.5725,10.3022,-0.3543,0.2107,-3.1603,1.2519,0.5344
50394.261,-0.0838,-6.6272,5.9879,22.9542,48.4046,-52.084,10.3238,-0.3065,0.2418,-3.2595,1.2672,0.3664
50514.32,-0.316,-7.7788,5.2098,25.145,53.9924,-25.1908,10.307,-0.3304,0.2179,-3.3053,1.084,0.5496
50604.642,0.8045,-8.5832,6.7684,31.458,54.0076,17.855,10.3046,-0.3591,0.0599,-3.3588,0.9847,0.313
50694.495,-0.0551,-8.1235,7.1467,-19.7405,26.626,64.626,10.3669,-0.3376,0.1245,-3.2824,0.8855,0.313
50784.154,-1.2617,-6.7325,4.9273,-38.4427,-16.2214,91.9466,10.2663,-0.2921,0.2322,-3.3969,1.2443,0.4733
50874.489,-2.4493,-6.1938,4.798,-59.2443,-36.855,85.5649,10.2592,-0.3687,0.2705,-3.4427,1.1221,0.4275
50965.003,-3.0191,-4.5657,5.8826,-34.7328,-69.7634,78.9389,10.4148,-0.3424,0.2059,-3.1679,1.2214,0.4046
51054.218,-3.292,-3.0119,3.7493,-28.5725,-99.626,68.0763,10.3118,-0.3089,0.2322,-3.4427,1.3206,0.3588
51144.778,-1.8148,-3.1627,6.2776,18.4351,-82.2672,39.8397,10.3262,-0.4094,0.17,-3.2061,1.3588,0.4046
51234.886,-2.4181,-0.4573,9.4978,63.1527,-73.7863,-5.6794,10.2759,-0.3496,0.1628,-3.2672,1.1832,0.542
51324.228,-1.4198,-0.7614,10.6877,32.4275,-36.9008,-39.5802,10.3022,-0.3543,0.1652,-3.2519,0.8473,0.4504
51413.991,-3.8355,0.8188,9.4236,52.8321,5.9084,-77.8931,10.3717,-0.395,0.2538,-3.2214,1.1985,0.3282
51534.549,-0.7542,-1.8914,9.5074,7.8779,10.0611,-93.6031,10.3717,-0.3759,0.1341,-3.0916,1.2443,0.2595
51624.205,-1.3096,-1.1564,8.8729,-10.5802,0.7405,-85.5038,10.3238,-0.3783,0.1604,-3.4046,1.2137,0.542
51774.972,0.3376,-2.2003,8.7963,-43.6489,26.5802,-76.0076,10.3262,-0.3472,0.2298,-3.2061,0.9313,0.542
51803.612,0.6225,-4.0438,7.8793,-87.145,7.3969,-75.3511,10.3046,-0.3376,0.2107,-3.4122,1.3206,0.4198
51895.42,2.988,-8.6024,5.6838,-126.7557,21.2519,-43.8397,10.331,-0.3041,0.1221,-3.2137,0.8779,0.3359
51983.785,3.3806,-10.4483,3.6751,-77.1908,-0.5038,48.3282,10.2687,-0.2993,0.2059,-3.4198,1.1679,0.5115
52074.467,1.4868,-8.4827,2.4876,17.7405,-11.7405,80.3435,10.2807,-0.3639,0.1437,-3.1603,0.9847,0.5191
52165.316,0.486,-5.6695,4.2617,50.6412,-3.0916,83.6412,10.3406,-0.3232,0.17,-3.1832,1.1908,0.5115
52254.376,-1.2139,-4.0701,4.0677,41.5573,-50.8855,75.6031,10.2903,-0.3807,0.3184,-3.4122,1.0229,0.3435
52345.046,-1.3192,-4.0606,6.4165,51.4198,-53.626,29.3664,10.2615,-0.3687,0.2083,-3.2977,1.3511,0.5496
52434.874,-2.1404,-2.9975,9.3182,40.4046,-52.9008,-21.3969,10.331,-0.3184,0.1748,-3.374,1.2519,0.6641
52554.244,-2.0901,-0.9673,9.9814,46.2214,-62.7328,-42.1221,10.2759,-0.3711,0.17,-3.2672,0.8397,0.4046
52644.695,-1.7238,-1.719,7.9918,31.8779,-17.8244,-44.0611,10.2927,-0.3065,0.2418,-3.1756,1.2519,0.3588
52740.489,0.3472,-2.9712,7.7788,-0.0534,37.2901,-61.7481,10.3286,-0.3041,0.1987,-3.1298,1.0382,0.313
52824.566,0.3831,-0.7254,8.1594,-11.771,-107.9771,-155.0382,10.2807,-0.3687,0.2298,-3.3893,1.229,0.5115
52914.121,2.6647,-2.1141,7.2927,43.9847,8.5878,-115.2977,10.2975,-0.3711,0.1987,-3.4351,1.3359,0.5649
53006.503,3.5195,-0.1963,7.2233,43.6489,-27.9008,-75.0611,10.2687,-0.3591,0.2155,-3.4198,0.9542,0.4198
53094.519,3.9313,1.1827,7.865,35.7176,-34.0076,-94.5802,10.3022,-0.3112,0.1987,-3.3206,1.2595,0.4809
53185.498,4.1659,0.1772,7.3789,-12.1298,-5.0611,-48.3817,10.3214,-0.3735,0.2155,-3.2977,1.1145,0.3359
53274.112,5.6886,-0.8906,6.6008,-12.2214,-48.3588,-14.458,10.2807,-0.3807,0.2346,-3.1908,1.1908,0.4809
53368.445,12.2463,-1.1971,7.3191,-18.7176,222.084,-37.9542,10.2663,-0.3735,0.1844,-3.1603,1.0,0.458
53454.135,4.2401,-1.3096,9.4547,8.9618,43.0916,32.6641,10.252,-0.3879,0.1987,-3.2519,1.374,0.3969
53574.807,6.3566,1.7262,3.2609,14.0534,-250.1374,-26.3359,10.2687,-0.3112,0.2107,-3.1069,1.0229,0.3435
53665.39,10.0628,-1.6137,0.4836,11.0687,-74.0763,48.7099,10.3621,-0.3424,0.2203,-3.3817,1.1832,0.3206
53755.104,10.1083,-0.4932,1.7765,25.0382,83.1221,-52.2443,10.2735,-0.3543,0.1676,-3.2366,0.9466,0.3893
53843.954,9.4308,0.1389,3.8211,-12.084,-39.7405,-0.8397,10.3118,-0.3352,0.1317,-3.4122,1.1832,0.3435
53935.276,9.3518,-0.7015,2.2458,-1.1908,-7.542,0.3664,10.3717,-0.2705,0.17,-3.5115,1.3969,0.3588
54024.365,8.0996,1.9896,1.1971,31.4122,-0.3969,30.3282,10.2041,-0.3903,0.2825,-3.0992,0.8855,0.4198
54113.621,9.2081,-0.2514,2.6073,-8.0687,2.3969,-4.0458,10.3406,-0.3328,0.2203,-3.4198,1.0076,0.5115
54204.441,9.8617,-0.486,2.2075,-1.4885,-2.5115,-1.9542,10.2448,-0.34,0.3304,-3.2214,1.3435,0.2443
54295.173,8.9232,-0.1317,2.8443,8.7405,-26.2977,4.4275,10.3477,-0.3735,0.17,-3.2977,1.3359,0.374
